id,created_at,deleted_at,ig_image_url,yt_image_url,job,reason,age
129,2024-06-10,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Lainnya,"""Ingin menambah produktivitas""",31 - 40 Tahun
130,2024-06-10,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Lainnya,"""Ingin menambah produktivitas""",31 - 40 Tahun
131,2024-06-10,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Lainnya,"""Ingin menambah produktivitas""",31 - 40 Tahun
132,2024-06-10,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Lainnya,"""Ingin menambah produktivitas""",31 - 40 Tahun
133,2024-06-10,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Lainnya,"""Ingin menambah produktivitas""",31 - 40 Tahun
134,2024-06-11,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Lainnya,"""Ingin menambah produktivitas""",31 - 40 Tahun
135,2024-06-11,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Lainnya,"""Ingin menambah produktivitas""",31 - 40 Tahun
136,2024-06-11,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Lainnya,"""Ingin menambah produktivitas""",> 40 Tahun
137,2024-06-11,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Lainnya,"""Ingin menambah produktivitas""",> 40 Tahun
138,2024-06-11,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Lainnya,"""Ingin menambah produktivitas""",> 40 Tahun
139,2024-06-11,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Lainnya,"""Ingin menambah produktivitas""",> 40 Tahun
140,2024-06-12,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Mahasiswa,"""Ingin menambah produktivitas""",21 - 25 Tahun
141,2024-06-12,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Mahasiswa,"""Ingin menambah produktivitas""",21 - 25 Tahun
142,2024-06-12,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Mahasiswa,"""Ingin menambah produktivitas""",21 - 25 Tahun
143,2024-06-13,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Mahasiswa,"""Ingin menambah produktivitas""",21 - 25 Tahun
144,2024-06-13,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Guru,"""Ingin menambah produktivitas""",31 - 40 Tahun
145,2024-06-13,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Guru,"""Ingin menambah produktivitas""",31 - 40 Tahun
146,2024-06-14,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Guru,"""Ingin menambah produktivitas""",31 - 40 Tahun
147,2024-06-14,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,PNS,"""Ingin menambah produktivitas""",31 - 40 Tahun
148,2024-06-14,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,PNS,"""Ingin menambah produktivitas""",31 - 40 Tahun
149,2024-06-14,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,PNS,"""Ingin menambah produktivitas""",31 - 40 Tahun
150,2024-06-15,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Mahasiswa,"""Ingin menambah produktivitas""",21 - 25 Tahun
151,2024-06-15,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Mahasiswa,"""Ingin menambah produktivitas""",21 - 25 Tahun
152,2024-06-15,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Mahasiswa,"""Ingin menambah produktivitas""",21 - 25 Tahun
153,2024-06-15,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Mahasiswa,"""Ingin menambah produktivitas""",21 - 25 Tahun
154,2024-06-16,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Mahasiswa,"""Ingin menambah produktivitas""",21 - 25 Tahun
155,2024-06-16,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Lainnya,"""Ingin menambah produktivitas""",> 40 Tahun
156,2024-06-16,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Lainnya,"""Ingin menambah produktivitas""",> 40 Tahun
157,2024-06-16,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765697/oyyuy09gwpujruub1rnr.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717765698/ypikmedzqlogjhl0io8a.jpg,Lainnya,"""Ingin menambah produktivitas""",> 40 Tahun
222,2024-06-23,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719136415/qe0tszqzwqqpy98w9bip.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719136415/kbcxxfz6ijg2ls0f1pql.jpg,Mahasiwa,"""Menambah relasi""",21 - 25 tahun
224,2024-06-23,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719155341/qvkjtepr9skim71vzrmq.png,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719155342/ks7nk7sgfqndxxmkickd.png,Mahasiswa,"""Untuk menambah teman""",21 - 25 Tahun
225,2024-06-23,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719155570/e2ustxmfunc7eavpjfla.png,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719155571/yjsqrkltgmuqsterc24x.png,Guru,"""tes""",26 - 30 Tahun
226,2024-06-23,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719156084/boylgbhmnbldizoke7td.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719156084/wbziu4w8p14yo4hiu5e0.jpg,Mahasiswa,"""test""",18 - 20 Tahun
227,2024-06-23,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719158954/ed965nlnqltwkly6x0xh.png,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719158955/m454quiclpuua7e7bbys.png,Mahasiswa,"""hanya mengisi kegiatan bermanfaat""",> 40 Tahun
228,2024-06-23,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719159638/jn5vpkhiy4jzuuwvrof2.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719159639/oi3htcqau1gwcm3q1h0n.jpg,Karyawan Swasta,"""Ingin belajar""",21 - 25 Tahun
229,2024-06-23,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719173896/k6hzjidjforaxgfnhgzw.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719173896/hf0nzru7rhhhkilznzuw.jpg,Karyawan Swasta,"""suka aja""",18 - 20 Tahun
230,2024-06-24,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719205559/jmx9jl3rdpqjsb0lbxy5.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719205559/wvzh0ubvdgo7pou8ah4o.jpg,Mahasiswa,"""Ingin membantu membangun sumur """,18 - 20 Tahun
231,2024-06-24,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719206880/ltfyqfwqsthsozd0dsyt.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719206881/holtgtz0pb2bhrusiv8f.jpg,Karyawan Swasta,"""suka""",21 - 25 Tahun
232,2024-06-24,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719215472/kkvylaeybujjreue2aou.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719215472/oyz0cewky1g5c87skghj.jpg,Mahasiswa,"""menambah aktivitas""",21 - 25 Tahun
233,2024-06-24,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719217848/azc2plqrhto9th6vzpje.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719217849/t9byyyymcrcciaexjuzw.jpg,Mahasiswa,"""Ingin menambah produktivitas""",21 - 25 Tahun
234,2024-06-26,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719377920/tmz7htauod9qdizfa8ph.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719377920/zizpjawfhnivwf5x5k6o.jpg,Mahasiswa,"""Ingein berkontribusi""",18 - 20 Tahun
235,2024-06-26,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719380916/o7aq0g8hmleetwzvxth1.jpg,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719380917/qmu8odhhlafzgxahktm7.jpg,PNS,"""Ingin mencoba""",21 - 25 Tahun
236,2024-06-26,,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719386644/t2dyrxilnbdo1sgjk3wh.png,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1719386645/jjlzvqu4tr0cw579ts8c.jpg,Karyawan Swasta,"""test1""",18 - 20 Tahun
